wavelength,flux
3800.0,0.6333164658793362
3800.0544125648908,0.6102868542455016
3800.1088251297815,0.5827909374634938
3800.163237694672,0.6200952272053265
3800.2176502595626,0.6688928933982706
3800.2720628244533,0.5783295785687647
3800.326475389344,0.4665590256540487
3800.380887954235,0.4541725892269255
3800.435300519125,0.41572072731418985
3800.489713084016,0.3297598617561175
3800.5441256489066,0.19306439692253716
3800.5985382137974,0.0672906629263133
3800.652950778688,0.054299677893124926
3800.7073633435784,0.15657576994025588
3800.761775908469,0.2947698861060808
3800.81618847336,0.3456055030909734
3800.8706010382507,0.39940179409277143
3800.925013603141,0.5404207127627079
3800.9794261680318,0.5728899781105581
3801.0338387329225,0.6411191318198379
3801.0882512978133,0.786725855668928
3801.142663862704,0.8268968470621152
3801.1970764275943,0.8461018632602231
3801.251488992485,0.888348252968162
3801.305901557376,0.9333368218181601
3801.3603141222666,0.9205021227164404
3801.4147266871573,0.8582782987053984
3801.4691392520476,0.8393539475563875
3801.5235518169384,0.9045548528407205
3801.577964381829,0.8347002428409103
3801.63237694672,0.6798712571584166
3801.6867895116106,0.7164890227652797
3801.741202076501,0.7471503516795147
3801.7956146413917,0.7670568830067956
3801.8500272062824,0.9017530707481105
3801.904439771173,0.9157132140751291
3801.958852336064,0.9090829843198825
3802.0132649009543,0.9886558725286755
3802.067677465845,0.8969421594197728
3802.1220900307358,0.7737208050689377
3802.1765025956265,0.7171288425733482
3802.2309151605173,0.7299616114160941
3802.2853277254076,0.8633036049242473
3802.3397402902983,0.7974111938265034
3802.394152855189,0.6749414104512041
3802.44856542008,0.568585958707155
3802.5029779849706,0.5467087675217895
3802.557390549861,0.6464277225642605
3802.6118031147516,0.6687253243253513
3802.6662156796424,0.6825133541484751
3802.720628244533,0.37118813482277074
3802.7750408094234,0.22107767114920815
3802.829453374314,0.34325095776664394
3802.883865939205,0.2465257094208556
3802.9382785040957,0.28943804365224374
3802.9926910689865,0.3618012238507808
3803.0471036338768,0.21658893054251738
3803.1015161987675,0.3847825807498171
3803.1559287636583,0.7983662541204523
3803.210341328549,0.8850873423673409
3803.26475389344,0.720956452543465
3803.31916645833,0.38688309670612525
3803.373579023221,0.31088129357264815
3803.4279915881116,0.709033009575665
3803.4824041530023,0.9627750342237363
3803.536816717893,0.9762273025673929
3803.5912292827834,0.895728244752352
3803.645641847674,0.8256256745375189
3803.700054412565,0.8489650755542589
3803.7544669774556,0.9143872674503821
3803.8088795423464,1.0044306547622557
3803.8632921072367,0.959724548380858
3803.9177046721275,0.9331357593632256
3803.972117237018,0.9341548595445845
3804.026529801909,0.7992489138163591
3804.0809423667997,0.6784138786731918
3804.13535493169,0.6388317563174459
3804.1897674965808,0.7590801337645495
3804.2441800614715,0.861908926237813
3804.2985926263623,0.49400066718335117
3804.353005191253,0.4215997666299198
3804.4074177561433,0.7965613750472715
3804.461830321034,0.9021473788088752
3804.516242885925,0.6871712306217208
3804.5706554508156,0.6286396253229957
3804.625068015706,0.9237467682377122
3804.6794805805966,1.0114783312384605
3804.7338931454874,1.0076012707325284
3804.788305710378,0.9096334978335026
3804.842718275269,0.7514946824816401
3804.897130840159,0.6760732425061783
3804.95154340505,0.7082803955960615
3805.0059559699407,0.5360763835494889
3805.0603685348315,0.23477372927397647
3805.114781099722,0.45408947455425713
3805.1691936646125,0.7495343004155357
3805.2236062295033,0.8411827645632429
3805.278018794394,0.9848424971733438
3805.332431359285,0.9987758006674606
3805.3868439241755,0.9827860128531588
3805.441256489066,0.9761571218601717
3805.4956690539566,0.9574375227150193
3805.5500816188473,0.9664594321958081
3805.604494183738,0.9664597219369501
3805.658906748629,0.9701800797108877
3805.713319313519,0.845318614283415
3805.76773187841,0.5975443633811798
3805.8221444433007,0.40705544255286896
3805.8765570081914,0.2881652849832417
3805.930969573082,0.5417016715810652
3805.9853821379725,0.8576137361258492
3806.039794702863,0.935836633360163
3806.094207267754,1.002114009946204
3806.1486198326447,0.9515157454931116
3806.2030323975355,0.9168152324427139
3806.257444962426,0.8873281435138091
3806.3118575273165,0.6955326849108946
3806.3662700922073,0.3267150646978211
3806.420682657098,0.07880581181532101
3806.4750952219883,0.2248449305758595
3806.529507786879,0.4943056660134188
3806.58392035177,0.6385547427028823
3806.6383329166606,0.71467568661617
3806.6927454815514,0.8554911208031479
3806.7471580464417,0.9966032814398872
3806.8015706113324,0.921775675111301
3806.855983176223,0.7033652278799708
3806.910395741114,0.6926768574302049
3806.9648083060047,0.8405767541464444
3807.019220870895,0.7158113775258294
3807.0736334357857,0.7074764151546274
3807.1280460006765,0.9163505637238514
3807.1824585655672,0.8177043328715993
3807.236871130458,0.4990204986471569
3807.2912836953483,0.19972187021295712
3807.345696260239,0.46858648913044526
3807.40010882513,0.8077872979522437
3807.4545213900205,0.736865437787198
3807.5089339549113,0.6827447526477568
3807.5633465198016,0.7585918576034977
3807.6177590846924,0.7526702830923527
3807.672171649583,0.4299237333274376
3807.726584214474,0.13082448312678652
3807.7809967793646,0.1796680115022421
3807.835409344255,0.45173306155260806
3807.8898219091457,0.5908430239623662
3807.9442344740364,0.5097850370232433
3807.998647038927,0.487549995601432
3808.053059603818,0.51470378782902
3808.1074721687082,0.4267773727557242
3808.161884733599,0.2210850606649059
3808.2162972984897,0.04766635188992759
3808.2707098633805,0.21730130437942063
3808.325122428271,0.462028728346673
3808.3795349931615,0.5001978369872371
3808.4339475580523,0.4141956685252024
3808.488360122943,0.28002488395372155
3808.542772687834,0.138086236627227
3808.597185252724,0.17674831769360116
3808.651597817615,0.5091533201856789
3808.7060103825056,0.763073372629232
3808.7604229473964,0.8542625354135864
3808.814835512287,0.9516162112464673
3808.8692480771774,0.9841122381138869
3808.923660642068,0.9673735337704764
3808.978073206959,0.9077447877970172
3809.0324857718497,0.7868471296071172
3809.0868983367404,0.6422153077987109
3809.1413109016307,0.45030656671608216
3809.1957234665215,0.4222909998285459
3809.2501360314122,0.7295727791246449
3809.304548596303,0.8810771108911387
3809.3589611611937,0.5036784623997753
3809.413373726084,0.4493332796716101
3809.467786290975,0.6425729137433841
3809.5221988558656,0.517625738242464
3809.5766114207563,0.44072610879660035
3809.631023985647,0.5305088206102843
3809.6854365505374,0.7548996198693001
3809.739849115428,0.6963396612848577
3809.794261680319,0.40539271133984384
3809.8486742452096,0.1248369821586525
3809.9030868101,0.3919041741234877
3809.9574993749907,0.8230873269984935
3810.0119119398814,0.8787937262546807
3810.066324504772,0.5898754759039025
3810.120737069663,0.32155626166492224
3810.1751496345532,0.607262929478571
3810.229562199444,0.9456216767414845
3810.2839747643347,0.9307468595302023
3810.3383873292255,0.9494586386948305
3810.3927998941163,1.0114783312384605
3810.4472124590066,1.0061025602825846
3810.5016250238973,0.8604414249973122
3810.556037588788,0.604291405613256
3810.610450153679,0.31930521842742476
3810.6648627185696,0.1366461523818295
3810.71927528346,0.3661439975682648
3810.7736878483506,0.6155413366684698
3810.8281004132414,0.6948144126571758
3810.882512978132,0.7659691493929581
3810.936925543023,0.7757310670558545
3810.991338107913,0.6720941690331447
3811.045750672804,0.6041767789080953
3811.1001632376947,0.6775615617812837
3811.1545758025854,0.7740896013171767
3811.208988367476,0.9010483290592293
3811.2634009323665,0.9447080684435943
3811.3178134972572,0.969895536857373
3811.372226062148,0.9281696038287788
3811.4266386270388,0.8696299208823657
3811.4810511919295,0.8437713040355559
3811.53546375682,0.821733630541732
3811.5898763217106,0.8988746868467824
3811.6442888866013,0.9995314650652153
3811.698701451492,0.9152728929118122
3811.7531140163824,0.6547125847457727
3811.807526581273,0.29102122875644654
3811.861939146164,0.2920731983565247
3811.9163517110546,0.5390878577841852
3811.9707642759454,0.6616516601685983
3812.0251768408357,0.835054593080881
3812.0795894057264,0.5842301438771418
3812.134001970617,0.3299683439891427
3812.188414535508,0.7073131823752667
3812.2428271003987,0.936298768674287
3812.297239665289,0.6988105528652909
3812.3516522301798,0.5109706391395077
3812.4060647950705,0.5345737185215085
3812.4604773599613,0.5792133604579022
3812.514889924852,0.6238479537211598
3812.5693024897423,0.6184287586167798
3812.623715054633,0.7188616182835057
3812.678127619524,0.8776908240160862
3812.7325401844146,0.9000882239574187
3812.7869527493053,0.8384425962705843
3812.8413653141956,0.6420332691993773
3812.8957778790864,0.3521979653155602
3812.950190443977,0.3061903357970731
3813.004603008868,0.23967182737570314
3813.0590155737586,0.44603293811593175
3813.113428138649,0.9050416911429208
3813.1678407035397,1.0053690068187369
3813.2222532684304,1.0087692929189531
3813.276665833321,0.9522551105767101
3813.331078398212,0.9187288622430587
3813.3854909631023,0.9630519548525895
3813.439903527993,0.9751482744225836
3813.4943160928838,0.9076002136819387
3813.5487286577745,0.8473063019505176
3813.603141222665,0.8573462592223241
3813.6575537875556,0.8626084019083617
3813.7119663524463,0.7451056060668299
3813.766378917337,0.6177881721393195
3813.820791482228,0.5911597752484515
3813.875204047118,0.5202909350577501
3813.929616612009,0.34312571781901036
3813.9840291768996,0.14251897160812957
3814.0384417417904,0.03556664352274919
3814.092854306681,0.05226669387312417
3814.1472668715714,0.12101937153826445
3814.201679436462,0.3565954079269462
3814.256092001353,0.6402666322318573
3814.3105045662437,0.715149156724008
3814.3649171311345,0.7228141509659433
3814.4193296960248,0.4677805501137747
3814.4737422609155,0.17651949620024127
3814.5281548258063,0.3067282596643775
3814.582567390697,0.6643849479786595
3814.636979955588,0.7379079704558993
3814.691392520478,0.3196051665926043
3814.745805085369,0.3413271432571381
3814.8002176502596,0.7970906864522131
3814.8546302151503,0.994812934135027
3814.909042780041,0.6539666880690659
3814.9634553449314,0.20698217173482164
3815.017867909822,0.2108475774089496
3815.072280474713,0.48421427359686564
3815.1266930396037,0.7405526944215358
3815.1811056044944,0.7958211694891731
3815.2355181693847,0.7407364318602446
3815.2899307342755,0.8333539362569404
3815.344343299166,1.0114783312384605
3815.398755864057,0.9366833574230622
3815.4531684289473,0.8276860969366158
3815.507580993838,0.6238593618063214
3815.561993558729,0.25541129932524703
3815.6164061236195,0.09264809741192016
3815.6708186885103,0.12549214931584934
3815.7252312534006,0.1640656679043808
3815.7796438182913,0.22620543595471382
3815.834056383182,0.22528150904063265
3815.888468948073,0.3080601121601404
3815.9428815129636,0.4520025909318386
3815.997294077854,0.6153435019719442
3816.0517066427446,0.8042367573185202
3816.1061192076354,0.8295252020843742
3816.160531772526,0.8072324215245739
3816.214944337417,0.7875551836557061
3816.269356902307,0.7032456792128855
3816.323769467198,0.6292936592133027
3816.3781820320887,0.46776787746726417
3816.4325945969795,0.3008375445169833
3816.48700716187,0.3452437478501255
3816.5414197267605,0.37273861655840007
3816.5958322916513,0.34302096048498965
3816.650244856542,0.29571176301786806
3816.704657421433,0.24446682691578203
3816.7590699863235,0.20108413881707035
3816.813482551214,0.15776087597428798
3816.8678951161046,0.08180350403891944
3816.9223076809953,0.026459824046228972
3816.976720245886,0.07558824910018329
3817.031132810777,0.15841611677279385
3817.085545375667,0.20690836680373756
3817.139957940558,0.23606565215459369
3817.1943705054487,0.25562558561364723
3817.2487830703394,0.2610820472433741
3817.3031956352297,0.2794579114009455
3817.3576082001205,0.22105384351080665
3817.412020765011,0.10369800183732074
3817.466433329902,0.23514005634111737
3817.5208458947927,0.33713586455686595
3817.575258459683,0.4488680904567017
3817.629671024574,0.719473057886414
3817.6840835894645,0.8035359563608291
3817.7384961543553,0.8212247042242344
3817.792908719246,0.5858574972418554
3817.8473212841363,0.43597264051839396
3817.901733849027,0.6193874429376216
3817.956146413918,0.4818671230333416
3818.0105589788086,0.3376011867349164
3818.0649715436994,0.6888658421422834
3818.1193841085897,0.997223192102969
3818.1737966734804,1.0114783312384605
3818.228209238371,0.9944386609945867
3818.282621803262,0.9948601068933932
3818.3370343681527,0.9644988793244483
3818.391446933043,0.917000923402578
3818.4458594979337,0.7580643817990357
3818.5002720628245,0.5855100532279605
3818.5546846277152,0.7176459778228147
3818.609097192606,0.8328641326604538
3818.6635097574963,0.5043703838540385
3818.717922322387,0.1676504787707643
3818.772334887278,0.3088291903677383
3818.8267474521685,0.6773143001814059
3818.8811600170593,0.6894676128016777
3818.9355725819496,0.5653194882518653
3818.9899851468404,0.7452750391013064
3819.044397711731,0.8806702838582146
3819.098810276622,0.8418530103392348
3819.153222841512,0.7227300672770098
3819.207635406403,0.6749792065607055
3819.2620479712937,0.7034731739763546
3819.3164605361844,0.574334996295196
3819.370873101075,0.4804303753695306
3819.4252856659655,0.5599743756135892
3819.4796982308562,0.4332179239202876
3819.534110795747,0.5159044578866165
3819.5885233606377,0.7959994171432775
3819.6429359255285,0.9778319216823048
3819.697348490419,0.9991636794765026
3819.7517610553095,0.9644187018590906
3819.8061736202003,0.8993403187657679
3819.860586185091,0.9389302451560222
3819.914998749982,0.9792484553798491
3819.969411314872,0.9809111672102302
3820.023823879763,0.9735490636903931
3820.0782364446536,0.7906053454537607
3820.1326490095444,0.5412520075359467
3820.187061574435,0.5906321865431988
3820.2414741393254,0.6976197495072388
3820.295886704216,0.5929631283436045
3820.350299269107,0.5580477585403458
3820.4047118339977,0.5628075478968639
3820.4591243988884,0.4660791969299109
3820.5135369637787,0.27734364633221514
3820.5679495286695,0.2980388726067751
3820.6223620935602,0.31256066516975756
3820.676774658451,0.2688636402964166
3820.7311872233413,0.34451567399146266
3820.785599788232,0.35470311335757776
3820.840012353123,0.44452564952413093
3820.8944249180136,0.4513859114270121
3820.9488374829043,0.3901929656707937
3821.0032500477946,0.31731715949478984
3821.0576626126854,0.27631094675633694
3821.112075177576,0.264429587432604
3821.166487742467,0.23702678013491635
3821.2209003073576,0.20907439814160753
3821.275312872248,0.184837146490565
3821.3297254371387,0.1596636373088074
3821.3841380020294,0.12904719871320364
3821.43855056692,0.07223098607248765
3821.492963131811,0.024855347950256526
3821.5473756967012,0.04503553134215557
3821.601788261592,0.1007059236034618
3821.6562008264827,0.14383750445995103
3821.7106133913735,0.1668869173886022
3821.7650259562643,0.18537179020258382
3821.8194385211546,0.2036402589001041
3821.8738510860453,0.22407047820808423
3821.928263650936,0.2497834996148272
3821.982676215827,0.3001452571359622
3822.0370887807176,0.3582735574497345
3822.091501345608,0.398400972336553
3822.1459139104986,0.3981863463417352
3822.2003264753894,0.24556579741718815
3822.25473904028,0.09747356696598306
3822.309151605171,0.2472417367484559
3822.363564170061,0.5049432572048814
3822.417976734952,0.6328903805591403
3822.4723892998427,0.674758888701617
3822.5268018647334,0.6425291388386133
3822.5812144296237,0.6572692699579882
3822.6356269945145,0.7378741334323775
3822.6900395594052,0.7639787364528696
3822.744452124296,0.6417176911131468
3822.7988646891868,0.4126016486417446
3822.853277254077,0.21958072754534544
3822.907689818968,0.16784241548434048
3822.9621023838586,0.32715823505958247
3823.0165149487493,0.40508573498144324
3823.07092751364,0.3765893656501479
3823.1253400785304,0.34247688738081655
3823.179752643421,0.4819533634496386
3823.234165208312,0.6677070481178017
3823.2885777732026,0.6541359622858186
3823.3429903380934,0.5983439825268291
3823.3974029029837,0.6126146428818774
3823.4518154678744,0.6877319681209401
3823.506228032765,0.8285604690826729
3823.560640597656,0.9404817655283748
3823.6150531625467,0.9357840912747727
3823.669465727437,0.9638177987636153
3823.7238782923278,0.9690913622585972
3823.7782908572185,1.0114783312384605
3823.8327034221093,0.9983668053912574
3823.887115987,0.6342029166584789
3823.9415285518903,0.38013879801607603
3823.995941116781,0.66831934646211
3824.050353681672,0.7650290046476349
3824.1047662465626,0.6085318586909741
3824.1591788114533,0.6187478201344067
3824.2135913763436,0.696919679826886
